Class ID,Preferred Label,Synonyms
http://purl.obolibrary.org/obo/HP_0032506,Alien limb phenomenon,
http://purl.obolibrary.org/obo/HP_0001028,Hemangioma,Strawberry mark|Hemangiomata
http://purl.obolibrary.org/obo/HP_0004781,HP_0004781,
http://purl.obolibrary.org/obo/HP_0011443,Abnormality of coordination,Abnormality of coordination|Coordination issue
http://purl.obolibrary.org/obo/HP_0005105,Abnormal nasal morphology,Abnormal of shape of nose|Abnormal nose morphology|Abnormal of morphology of nose|Abnormal of nasal shape
http://purl.obolibrary.org/obo/HP_0006917,HP_0006917,
http://purl.obolibrary.org/obo/HP_0100220,Pseudoepiphysis of the middle phalanx of the 5th toe,
http://purl.obolibrary.org/obo/HP_0007674,HP_0007674,
http://purl.obolibrary.org/obo/HP_0009641,Aplasia/Hypoplasia of the distal phalanx of the thumb,Absent/underdeveloped outermost thumb bone|Absent/small outermost thumb bone
http://purl.obolibrary.org/obo/HP_0005584,Renal cell carcinoma,Renal carcinoma|Cancer starting in small tubes in kidneys|Hypernephroma
http://purl.obolibrary.org/obo/HP_0002242,Abnormal intestine morphology,Enteropathy|Abnormality of the intestine
http://purl.obolibrary.org/obo/HP_0100638,Neoplasm of the pharynx,Pharyngeal neoplasm|Neoplasia of the pharynx|Tumor of the pharynx
http://purl.obolibrary.org/obo/HP_0200069,HP_0200069,
http://purl.obolibrary.org/obo/HP_0007247,HP_0007247,
http://purl.obolibrary.org/obo/HP_0010476,Aplasia/Hypoplasia of the bladder,Absent/underdeveloped bladder|Absent/small bladder
http://purl.obolibrary.org/obo/HP_0030610,Photoreceptor outer segment loss on macular OCT,
http://purl.obolibrary.org/obo/HP_0011479,Abnormal lacrimal punctum morphology,Abnormality of the lacrimal punctum
http://purl.obolibrary.org/obo/HP_0004994,HP_0004994,
http://purl.obolibrary.org/obo/HP_0010531,Spinal myoclonus,
http://purl.obolibrary.org/obo/HP_0100433,Broad distal phalanx of the 5th toe,Broad outermost bone of the 5th toe|Wide outermost bone of the pinky toe|Wide outermost bone of the little toe|Wide outermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0001103,Abnormal macular morphology,Macula abnormality|Abnormality of the macula|Macular abnormality
http://purl.obolibrary.org/obo/HP_0007062,HP_0007062,
http://purl.obolibrary.org/obo/HP_0008874,HP_0008874,
http://purl.obolibrary.org/obo/HP_0045005,Neural tube defect,Abnormality of neural tube closure
http://purl.obolibrary.org/obo/HP_0011870,Impaired arachidonic acid-induced platelet aggregation,
http://purl.obolibrary.org/obo/HP_0032069,Anti-thyroglobulin antibody positivity,
http://purl.obolibrary.org/obo/HP_0001455,HP_0001455,
http://purl.obolibrary.org/obo/HP_0003422,Vertebral segmentation defect,Abnormal spinal segmentation
http://purl.obolibrary.org/obo/HP_0010188,Curved distal toe phalanx,Curved outermost bone of the toe|Curved distal phalanges of the toes
http://purl.obolibrary.org/obo/HP_0011030,Abnormal blood transition element cation concentration,Abnormality of transition element cation homeostasis
http://purl.obolibrary.org/obo/HP_0006504,Anomaly of the limb diaphyses,Abnormality involving the diaphyses of the limbs|Abnormality of shaft of long bone of the limbs
http://purl.obolibrary.org/obo/HP_0002447,HP_0002447,
http://purl.obolibrary.org/obo/HP_0000291,Abnormality of facial adipose tissue,Abnormality of facial fat|Malformation of facial adipose tissue|Deformity of facial adipose tissue
http://purl.obolibrary.org/obo/HP_0500194,Decreased CSF isoleucine concentration,Low levels of isoleucine in cerebrospinal fluid
http://purl.obolibrary.org/obo/HP_0031678,Atherosclerotic lesion,
http://purl.obolibrary.org/obo/HP_0009373,Type C brachydactyly,
http://purl.obolibrary.org/obo/HP_0010448,Colonic atresia,Large intestinal atresia|Atresia of the large intestine
http://purl.obolibrary.org/obo/HP_0032268,Dural tail sign,
http://purl.obolibrary.org/obo/HP_0005753,HP_0005753,
http://purl.obolibrary.org/obo/HP_0004589,Dysplasia of second lumbar vertebra,
http://purl.obolibrary.org/obo/HP_0000657,Oculomotor apraxia,Ocular motor apraxia|Defective or absent horizontal voluntary eye movements
http://purl.obolibrary.org/obo/HP_0030126,Abnormality of the endometrium,
http://purl.obolibrary.org/obo/HP_0031938,Abnormal conus terminalis morphology,Abnormal conus medullaris morphology
http://purl.obolibrary.org/obo/HP_0009810,Abnormality of upper limb joint,Abnormality of the joints of the upper limbs|Abnormality of upper limb joint
http://purl.obolibrary.org/obo/HP_0031306,Intracranial arterial calcification,
http://purl.obolibrary.org/obo/HP_0010263,Ivory epiphyses of the middle phalanges of the hand,Increased bone density of end part of the middle hand bones
http://purl.obolibrary.org/obo/HP_0100165,Small epiphysis of the proximal phalanx of the 3rd toe,Small end part of the innermost bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0005717,HP_0005717,
http://purl.obolibrary.org/obo/HP_0008461,Cervical vertebral facet hypoplasia,
http://purl.obolibrary.org/obo/HP_0012826,Moderate,
http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,Congenital ophthalmoplegia|Congenital fibrosis of the extraocular muscles|CFEOM
http://purl.obolibrary.org/obo/HP_0003627,HP_0003627,
http://purl.obolibrary.org/obo/HP_0009586,Symphalangism affecting the proximal phalanx of the 2nd finger,Fused innermost bone of index finger
http://purl.obolibrary.org/obo/HP_0007507,HP_0007507,
http://purl.obolibrary.org/obo/HP_0010736,Monostotic fibrous dysplasia,
http://purl.obolibrary.org/obo/HP_0012582,Bilateral renal dysplasia,
http://purl.obolibrary.org/obo/HP_0002187,"Intellectual disability, profound","IQ less than 20|Mental retardation, profound|Profound mental retardation"
http://purl.obolibrary.org/obo/HP_0003999,Abnormality of radial epiphyses,Abnormality of radial epiphyseal plates
http://purl.obolibrary.org/obo/HP_0040084,Abnormal circulating renin,Abnormal circulating renin|Abnormal plasma renin
http://purl.obolibrary.org/obo/HP_0010700,obsolete Total cataract,
http://purl.obolibrary.org/obo/HP_0006067,Multiple carpal ossification centers,
http://purl.obolibrary.org/obo/HP_0200033,HP_0200033,
http://purl.obolibrary.org/obo/HP_0000712,Emotional lability,Emotional instability
http://purl.obolibrary.org/obo/HP_0008034,Abnormal iris pigmentation,
http://purl.obolibrary.org/obo/HP_0009846,Curved middle phalanges of the hand,Curved middle finger bonds of the hand
http://purl.obolibrary.org/obo/HP_0005249,Functional intestinal obstruction,
http://purl.obolibrary.org/obo/HP_0007170,HP_0007170,
http://purl.obolibrary.org/obo/HP_0008982,HP_0008982,
http://purl.obolibrary.org/obo/HP_0002034,Abnormality of the rectum,Abnormality of the rectum|Anomaly of the rectum
http://purl.obolibrary.org/obo/HP_0001211,Abnormal fingertip morphology,Abnormality of the fingertips
http://purl.obolibrary.org/obo/HP_0006216,Single interphalangeal crease of fifth finger,Fifth finger single interphalangeal crease
http://purl.obolibrary.org/obo/HP_0031481,Abnormal mitral valve physiology,
http://purl.obolibrary.org/obo/HP_0007039,Symmetric lesions of the basal ganglia,
http://purl.obolibrary.org/obo/HP_0100364,Aplasia of the phalanges of the 5th toe,Absent little toe bones|Absent pinky toe bones|Absent pinkie toe bones
http://purl.obolibrary.org/obo/HP_0009129,Upper limb amyotrophy,Amyotrophy involving the upper limbs
http://purl.obolibrary.org/obo/HP_0007903,Paravenous chorioretinal atrophy,
http://purl.obolibrary.org/obo/HP_0005892,Proximal tibial and fibular fusion,Fusion of innermost shinbone and calf bone
http://purl.obolibrary.org/obo/HP_0030402,Abnormal platelet aggregation,
http://purl.obolibrary.org/obo/HP_3000039,Abnormality of dorsal nasal artery,
http://purl.obolibrary.org/obo/HP_0004080,HP_0004080,
http://purl.obolibrary.org/obo/HP_0012125,Prostate cancer,Prostatic cancer
http://purl.obolibrary.org/obo/HP_0100801,Pancreatic aplasia,Absent pancreas
http://purl.obolibrary.org/obo/HP_0004498,HP_0004498,
http://purl.obolibrary.org/obo/HP_0005509,HP_0005509,
http://purl.obolibrary.org/obo/HP_0010035,Aplasia of the 1st metacarpal,Absent first metacarpal|Absent 1st long bone of hand
http://purl.obolibrary.org/obo/HP_0003550,Predominantly lower limb lymphedema,
http://purl.obolibrary.org/obo/HP_0030774,Mitochondrial swelling,
http://purl.obolibrary.org/obo/HP_0000460,Narrow nose,Narrow nose|Decreased nasal width|Thin nose|Decreased nasal breadth
http://purl.obolibrary.org/obo/HP_0007430,Generalized edema,Generalized tissue edema
http://purl.obolibrary.org/obo/HP_0008378,HP_0008378,
http://purl.obolibrary.org/obo/HP_0010784,Uterine neoplasm,Uterine cancer|Uterine tumor|Uterine neoplasia
http://purl.obolibrary.org/obo/HP_0006449,Distal radial epiphyseal osteolysis,
http://purl.obolibrary.org/obo/HP_0005304,Hypoplastic pulmonary veins,Underdeveloped lung veins
http://purl.obolibrary.org/obo/HP_0100741,HP_0100741,
http://purl.obolibrary.org/obo/HP_0001247,HP_0001247,
http://purl.obolibrary.org/obo/HP_0025179,Ground-glass opacification on pulmonary HRCT,
http://purl.obolibrary.org/obo/HP_0000917,Superior pectus carinatum,Pectus carinatum superiorly
http://purl.obolibrary.org/obo/HP_0008173,HP_0008173,
http://purl.obolibrary.org/obo/HP_0007788,HP_0007788,
http://purl.obolibrary.org/obo/HP_0032232,Increased circulating creatine kinase MB isoform,Increased circulating CK MB isoform
http://purl.obolibrary.org/obo/HP_0006709,Aplasia/Hypoplasia of the nipples,Absent/rudimentary nipples|Nipples absent or rudimentary|Absent/small nipples|Absent/underdeveloped nipples
http://purl.obolibrary.org/obo/HP_0004553,HP_0004553,
http://purl.obolibrary.org/obo/HP_0025616,Sterile abscess,
http://purl.obolibrary.org/obo/HP_0030142,Abnormal bowel sounds,Abnormal bowel sounds
http://purl.obolibrary.org/obo/HP_0000496,Abnormality of eye movement,Abnormal ocular movements|Abnormal motility of the globe of the eye|Eye movement issue|Oculomotor abnormalities|Abnormal movement of the globe of the eye|Abnormal eye movement|Abnormal eye movements|Abnormality of eye movement|Ocular movement abnormalities|Abnormal extraocular movement|Eye movement abnormalities|Abnormal eye motility|Abnormal extraocular movements
http://purl.obolibrary.org/obo/HP_0008610,Infantile sensorineural hearing impairment,Infantile sensorineural hearing loss
http://purl.obolibrary.org/obo/HP_0001768,HP_0001768,
http://purl.obolibrary.org/obo/HP_0002610,HP_0002610,
http://purl.obolibrary.org/obo/HP_0031237,Internally nucleated skeletal muscle fibers,
http://purl.obolibrary.org/obo/HP_0007635,HP_0007635,
http://purl.obolibrary.org/obo/HP_0100096,Abnormality of the epiphysis of the proximal phalanx of the 4th toe,Abnormality of the end part of the innermost bone of the 4th toe
http://purl.obolibrary.org/obo/HP_0030683,Vaginitis,Vulvovaginitis
http://purl.obolibrary.org/obo/HP_0410370,Absence of ganglioside GM3,
http://purl.obolibrary.org/obo/HP_0011756,Posterior pituitary agenesis,Neurohypophysis agenesis
http://purl.obolibrary.org/obo/HP_0006908,HP_0006908,
http://purl.obolibrary.org/obo/HP_0100533,Inflammatory abnormality of the eye,Inflammatory abnormality of the eye|Ocular inflammation
http://purl.obolibrary.org/obo/HP_0000216,Broad secondary alveolar ridge,Secondary alveolar ridges
http://purl.obolibrary.org/obo/HP_0006175,Proximal phalangeal periosteal thickening,Thickening of connective tissue of innermost finger bone
http://purl.obolibrary.org/obo/HP_0007987,Progressive visual field defects,
http://purl.obolibrary.org/obo/HP_0005845,HP_0005845,
http://purl.obolibrary.org/obo/HP_0010371,Aplasia/Hypoplasia of the phalanges of the 4th toe,Absent/underdeveloped bones of 4th toe|Absent/small bones of 4th toe
http://purl.obolibrary.org/obo/HP_0003085,Long fibula,Disproportionately long fibula|Long calf bone|Long fibula
http://purl.obolibrary.org/obo/HP_0007848,HP_0007848,
http://purl.obolibrary.org/obo/HP_0002968,HP_0002968,
http://purl.obolibrary.org/obo/HP_0003810,Late-onset distal muscle weakness,
http://purl.obolibrary.org/obo/HP_0011374,Incomplete partition of the cochlea type I,
http://purl.obolibrary.org/obo/HP_0032437,Reduced C-reactive protein level,
http://purl.obolibrary.org/obo/HP_0000011,Neurogenic bladder,Lack of bladder control due to nervous system injury
http://purl.obolibrary.org/obo/HP_0004758,Effort-induced polymorphic ventricular tachycardia,Catecholaminergic polymorphic ventricular tachycardia|Exercise-induced polymorphic ventricular tachycardia
http://purl.obolibrary.org/obo/HP_0003719,Muscle mounding,
http://purl.obolibrary.org/obo/HP_0007003,HP_0007003,
http://purl.obolibrary.org/obo/HP_0008815,HP_0008815,
http://purl.obolibrary.org/obo/HP_3000003,Abnormal mandibular ramus morphology,Abnormality of mandibular ramus
http://purl.obolibrary.org/obo/HP_0040313,Oligoarthritis,
http://purl.obolibrary.org/obo/HP_0100569,Abnormally ossified vertebrae,Abnormality of ossification/mineralisation of vertebrae|Abnormal bone maturation of vertebra|Abnormal vertebral ossification
http://purl.obolibrary.org/obo/HP_0011811,Impaired touch localization,Impaired topognosis|Impaired touch localisation
http://purl.obolibrary.org/obo/HP_0001416,HP_0001416,
http://purl.obolibrary.org/obo/HP_0007375,Abnormality of the septum pellucidum,
http://purl.obolibrary.org/obo/HP_0004309,Ventricular preexcitation,Preexcitation|Ventricular pre-excitation|Pre-excitation syndrome
http://purl.obolibrary.org/obo/HP_0025203,Caput medusae,Palm tree sign
http://purl.obolibrary.org/obo/HP_0410334,Fungi allergy,Allergy to fungi|IgE-mediated fungi allergy|Fungus allergy|Fungi allergy|Immunoglobulin E-mediated fungi allergy|Fungal allergy
http://purl.obolibrary.org/obo/HP_0009165,Stippling of the epiphysis of the distal phalanx of the 5th finger,Speckled calcifications in end part of the outermost bone of pinkie finger|Speckled calcifications in end part of the outermost bone of pinky finger|Speckled calcifications in end part of the outermost bone of little finger
http://purl.obolibrary.org/obo/HP_0040198,Non-medullary thyroid carcinoma,"Nonmedullary thyroid carcinoma|Thyroid cancer, nonmedullary"
http://purl.obolibrary.org/obo/HP_0004140,HP_0004140,
http://purl.obolibrary.org/obo/HP_0002342,"Intellectual disability, moderate","IQ between 34 and 49|Mental retardation, moderate|Moderate mental deficiency|Moderate mental retardation"
http://purl.obolibrary.org/obo/HP_0000252,Microcephaly,Decreased size of head|Small skull|Abnormally small head|Small head|Abnormally small skull|small cranium|Reduced head circumference|Decreased size of cranium|Abnormally small cranium|small calvarium|Decreased size of skull|Decreased circumference of cranium|Small head circumference
http://purl.obolibrary.org/obo/HP_0025287,Axial,
http://purl.obolibrary.org/obo/HP_0010576,Intracranial cystic lesion,Cerebral cystic malformation
http://purl.obolibrary.org/obo/HP_0003145,Decreased adenosylcobalamin,Decreased ADOCBL
http://purl.obolibrary.org/obo/HP_0006817,Aplasia/Hypoplasia of the cerebellar vermis,Cerebellar vermis aplasia/hypoplasia|Hypo/aplastic vermis|Cerebellar vermis aplasia or hypoplasia
http://purl.obolibrary.org/obo/HP_0004681,Deep longitudinal plantar crease,Foot crease|Longitudinal groove on soles
http://purl.obolibrary.org/obo/HP_0032229,Perinuclear antineutrophil antibody positivity,p-ANCA positivity
http://purl.obolibrary.org/obo/HP_0001615,Hoarse cry,Hoarse cry
http://purl.obolibrary.org/obo/HP_0009686,Absent epiphyses of the thumb,Absent end part of thumb outermost bone
http://purl.obolibrary.org/obo/HP_0025547,Decreased mean corpuscular hemoglobin concentration,Decreased MCHC|Decreased mean corpuscular haemoglobin|Decreased mean corpuscular Hb concentration|Decreased MCH
http://purl.obolibrary.org/obo/HP_0100120,Stippling of the epiphysis of the middle phalanx of the 2nd toe,Speckled calcifications in of the end part of the middle bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0012239,Atransferrinemia,
http://purl.obolibrary.org/obo/HP_0002555,Absent pubic hair,Absent pubic hair
http://purl.obolibrary.org/obo/HP_0032024,Ileal ulcer,
http://purl.obolibrary.org/obo/HP_0030943,Vulvodynia,Vulvar pain
http://purl.obolibrary.org/obo/HP_0025408,Abnormal spleen morphology,
http://purl.obolibrary.org/obo/HP_0003522,HP_0003522,
http://purl.obolibrary.org/obo/HP_0006435,HP_0006435,
http://purl.obolibrary.org/obo/HP_0008402,Ridged fingernail,Longitudinally grooved fingernails|Ridged fingernail|Ridged fingernails
http://purl.obolibrary.org/obo/HP_0025342,Central retinal artery occlusion,
http://purl.obolibrary.org/obo/HP_0040258,Hypoplastic nasopharyngeal adenoids,Underdeveloped nasopharyngeal adenoids
http://purl.obolibrary.org/obo/HP_0009481,HP_0009481,
http://purl.obolibrary.org/obo/HP_0100478,Symphalangism affecting the distal phalanx of the 5th toe,Fused outermost bones of the pinky toe|Fused outermost bones of the pinkie toe|Fused outermost bones of the little toe
http://purl.obolibrary.org/obo/HP_0040045,Abnormality of the hemidiaphragms,
http://purl.obolibrary.org/obo/HP_0007951,HP_0007951,
http://purl.obolibrary.org/obo/HP_0001003,Multiple lentigines,Liver spots
http://purl.obolibrary.org/obo/HP_0008774,Aplasia/Hypoplasia of the inner ear,Absent/underdeveloped inner ear|Absent/small inner ear
http://purl.obolibrary.org/obo/HP_0003894,Delayed humeral epiphyseal ossification,Delayed maturation/delayed ossification of the humeral epiphyses|Delayed maturation of the end part of the long bone in upper arm
http://purl.obolibrary.org/obo/HP_0002815,Abnormality of the knee,Abnormality of the knee
http://purl.obolibrary.org/obo/HP_0002082,HP_0002082,
http://purl.obolibrary.org/obo/HP_0031273,Shock,
http://purl.obolibrary.org/obo/HP_0006008,Unilateral brachydactyly,Short digits on one side
http://purl.obolibrary.org/obo/HP_0007087,obsolete Involuntary jerking movements,
http://purl.obolibrary.org/obo/HP_0005861,HP_0005861,
http://purl.obolibrary.org/obo/HP_0011327,Posterior plagiocephaly,Occipital plagiocephaly|Deformational posterior plagiocephaly
http://purl.obolibrary.org/obo/HP_0009741,Nephrosclerosis,Thickening of kidney artiries|Scarring of kidney arteries
http://purl.obolibrary.org/obo/HP_0001087,Developmental glaucoma,Pediatric glaucoma|Childhood glaucoma|Infantile glaucoma
http://purl.obolibrary.org/obo/HP_0002899,HP_0002899,
http://purl.obolibrary.org/obo/HP_0006956,Dilation of lateral ventricles,Dilatation of lateral cerebral ventricles|Lateral ventricle dilatation|Enlarged lateral ventricles
http://purl.obolibrary.org/obo/HP_0000008,Abnormality of female internal genitalia,
http://purl.obolibrary.org/obo/HP_0030278,Hypoplastic vertebral pedicle,
http://purl.obolibrary.org/obo/HP_0003054,HP_0003054,
http://purl.obolibrary.org/obo/HP_0004866,Impaired ADP-induced platelet aggregation,
http://purl.obolibrary.org/obo/HP_0100325,HP_0100325,
http://purl.obolibrary.org/obo/HP_0011975,Aminoglycoside-induced hearing loss,
http://purl.obolibrary.org/obo/HP_0010163,Bracket epiphyses of the toes,Bracket shaped end part of the toe bones
http://purl.obolibrary.org/obo/HP_0001524,HP_0001524,
http://purl.obolibrary.org/obo/HP_0100697,Neurofibrosarcoma,Malignant schwannoma|Malignant peripheral nerve sheath tumor|Neurosarcoma
http://purl.obolibrary.org/obo/HP_0400007,Polymenorrhea,
http://purl.obolibrary.org/obo/HP_0031794,Decreased circulating glycerol level,
http://purl.obolibrary.org/obo/HP_0006404,HP_0006404,
http://purl.obolibrary.org/obo/HP_0003314,HP_0003314,
http://purl.obolibrary.org/obo/HP_0004393,HP_0004393,
http://purl.obolibrary.org/obo/HP_0009273,Deviation of the 4th finger,Deviation of the ring finger
http://purl.obolibrary.org/obo/HP_0002287,Progressive alopecia,
http://purl.obolibrary.org/obo/HP_0009237,Short 5th finger,Short pinky finger|Short fifth finger|Short pinkie finger|Short phalanges of the little finger|Short fifth fingers|Fifth finger brachydactyly|Hypoplastic/small little finger|Short 5th finger|Hypoplastic/small 5th finger|Short little finger|Hypoplastic phalanges of the little finger
http://purl.obolibrary.org/obo/HP_0012682,Pineal gland calcification,
http://purl.obolibrary.org/obo/HP_0008979,HP_0008979,
http://purl.obolibrary.org/obo/HP_0006344,Abnormality of primary molar morphology,Abnormality of shape of baby molar|Abnormality of shape of primary molar|Abnormality of deciduous molar morphology
http://purl.obolibrary.org/obo/HP_0030439,Anal canal adenocarcinoma,
http://purl.obolibrary.org/obo/HP_0030510,Combined hamartoma of the retinal pigment epithelium and retina,
http://purl.obolibrary.org/obo/HP_0000864,Abnormality of the hypothalamus-pituitary axis,
http://purl.obolibrary.org/obo/HP_0004254,Delayed ossification of the trapezium,Delayed maturation of the trapezium
http://purl.obolibrary.org/obo/HP_0007147,HP_0007147,
http://purl.obolibrary.org/obo/HP_0010540,Advanced pneumatization of cranial sinuses,
http://purl.obolibrary.org/obo/HP_0005617,Bilateral camptodactyly,
http://purl.obolibrary.org/obo/HP_0025583,Tapetal-like fundal reflex,
http://purl.obolibrary.org/obo/HP_0002724,Recurrent Aspergillus infections,"Aspergillus infections, recurrent"
http://purl.obolibrary.org/obo/HP_0030882,Coronary artery aneurysm,Coronary artery dilatation|Coronary arterial dilatation|Coronary artery ectasia
http://purl.obolibrary.org/obo/HP_0031029,Elevated carcinoembryonic antigen level,Increased plasma CEA
http://purl.obolibrary.org/obo/HP_0100065,Triangular epiphyses of the 3rd toe,Triangular end part of the 3rd toe bone
http://purl.obolibrary.org/obo/HP_0006604,HP_0006604,
http://purl.obolibrary.org/obo/HP_0011130,Abnormal renal calyx morphology,Abnormality of renal calyx morphology
http://purl.obolibrary.org/obo/HP_0007407,Excessive skin wrinkling on dorsum of hands and fingers,Excessive skin wrinkling on back of hands and fingers
http://purl.obolibrary.org/obo/HP_0001729,HP_0001729,
http://purl.obolibrary.org/obo/HP_0005609,Gallbladder dysfunction,Gallbladder dysfunction
http://purl.obolibrary.org/obo/HP_0003650,HP_0003650,
http://purl.obolibrary.org/obo/HP_0009478,Symphalangism of the proximal phalanx of the 4th finger with the 4th metacarpal,Fused innermost bone of ring finger with 4th long bone of hand
http://purl.obolibrary.org/obo/HP_0100901,Sclerosis of the distal phalanx of the 3rd finger,Increased bone density in the outermost bone of the middle finger
http://purl.obolibrary.org/obo/HP_0040189,Scaling skin,scaly skin|Desquamation|Scaling skin|flaking skin|peeling skin
http://purl.obolibrary.org/obo/HP_0025339,Superficial episcleral hyperemia,Superficial episcleral hypaeremia
http://purl.obolibrary.org/obo/HP_0002923,Rheumatoid factor positive,
http://purl.obolibrary.org/obo/HP_0002059,Cerebral atrophy,Degeneration of cerebrum|Supratentorial atrophy
http://purl.obolibrary.org/obo/HP_0007948,Dense posterior cortical cataract,
http://purl.obolibrary.org/obo/HP_0012474,Carotid artery occlusion,Obstructed carotid artery
http://purl.obolibrary.org/obo/HP_0005792,Short humerus,Humeral hypoplasia|Short humeri|Short humerus|Short long bone of upper arm|Humeral shortening|Hypoplastic humerus|Short upper arms
http://purl.obolibrary.org/obo/HP_0006803,Vivid hallucinations,
http://purl.obolibrary.org/obo/HP_0031381,Decreased lymphocyte proliferation in response to mitogen,Reduced lymphocyte proliferation to mitogen
http://purl.obolibrary.org/obo/HP_0003910,Enlarged humeral metaphyses,Enlarged wide portion of long bone of upper arm|Expanded humeral metaphyses
http://purl.obolibrary.org/obo/HP_0007743,HP_0007743,
http://purl.obolibrary.org/obo/HP_0000773,Short ribs,Hypoplastic ribs|Short ribs|Rib hypoplasia
http://purl.obolibrary.org/obo/HP_0003686,HP_0003686,
http://purl.obolibrary.org/obo/HP_0000324,Facial asymmetry,Unsymmetrical face|Crooked face|Asymmetry of right and left side of face|Asymmetric facies|Facial asymmetry|Asymmetry of face|Uneven face|Uneven sides of face|Unequal sides of face|Unbalanced face
http://purl.obolibrary.org/obo/HP_0005349,Hypoplasia of the epiglottis,Hypoplastic epiglottis
http://purl.obolibrary.org/obo/HP_0200138,Bilateral choanal atresia/stenosis,
http://purl.obolibrary.org/obo/HP_0008333,HP_0008333,
http://purl.obolibrary.org/obo/HP_0003259,Elevated serum creatinine,Increased creatinine|High blood creatinine level|Increased serum creatinine|Elevated creatinine
http://purl.obolibrary.org/obo/HP_0006992,Anterior basal encephalocele,
http://purl.obolibrary.org/obo/HP_0025079,Pancreatic abscess,Pancreas abscess
http://purl.obolibrary.org/obo/HP_0012438,Abnormal gallbladder physiology,
http://purl.obolibrary.org/obo/HP_0008073,Low maternal serum estriol,Low maternal serum estriol
http://purl.obolibrary.org/obo/HP_0005180,Tricuspid regurgitation,Tricuspid insufficiency|Tricuspid valve regurgitation
http://purl.obolibrary.org/obo/HP_0011295,EEG with parietal sharp waves,
http://purl.obolibrary.org/obo/HP_0006769,Myxoid subcutaneous tumors,
http://purl.obolibrary.org/obo/HP_0006840,HP_0006840,
http://purl.obolibrary.org/obo/HP_0008736,Hypoplasia of penis,Underdeveloped penis
http://purl.obolibrary.org/obo/HP_0002044,Zollinger-Ellison syndrome,
http://purl.obolibrary.org/obo/HP_0003856,Upper limb metaphyseal widening,Broad wide portion of upper limb bone|Wide/broad metaphyses of the upper limbs
http://purl.obolibrary.org/obo/HP_0012262,Abnormal ciliary motility,
http://purl.obolibrary.org/obo/HP_0002711,Exaggerated median tongue furrow,Deep median lingual groove|Deep central tongue furrow|Deep median tongue furrow|Deep central tongue groove|Exaggerated median lingual furrow|Deep central lingual furrow|Deep central lingual groove|Deep median tongue groove|Deep median lingual furrow
http://purl.obolibrary.org/obo/HP_0006580,Portal fibrosis,Portal fibrosis shown on biopsy
http://purl.obolibrary.org/obo/HP_0010945,Fetal pyelectasis,Fetal renal pelvic dilatation|Mild fetal hydronephrosis
http://purl.obolibrary.org/obo/HP_0004607,Anterior beaking of lower thoracic vertebrae,
http://purl.obolibrary.org/obo/HP_0000621,Entropion,Eyelid folded in|Eyelid turned in|Inverted eyelid
http://purl.obolibrary.org/obo/HP_0008503,HP_0008503,
http://purl.obolibrary.org/obo/HP_0011732,Abnormality of adrenal morphology,
http://purl.obolibrary.org/obo/HP_0030784,Anomia,Anomic aphasia|Amnestic aphasia|Nominal aphasia|Amnesic aphasia
http://purl.obolibrary.org/obo/HP_0004186,obsolete Large epiphysis of terminal phalanx of the middle finger,
http://purl.obolibrary.org/obo/HP_0031587,Tessier number 30 facial cleft,
http://purl.obolibrary.org/obo/HP_0002304,Akinesia,
http://purl.obolibrary.org/obo/HP_0030462,Abnormal amplitude of flash visual evoked potentials,
http://purl.obolibrary.org/obo/HP_0500051,Retinopathy of prematurity stage 2,ROP stage 2
http://purl.obolibrary.org/obo/HP_0008930,HP_0008930,
http://purl.obolibrary.org/obo/HP_0011672,Cardiac myxoma,
http://purl.obolibrary.org/obo/HP_0040154,Acne inversa,Pyoderma fistulans significa|Hidradenitis suppurativa|Verneuil's disease|Smoker's boils
http://purl.obolibrary.org/obo/HP_0009266,Irregular epiphysis of the proximal phalanx of the 4th finger,Irregular end part of the innermost bone of the ring finger
http://purl.obolibrary.org/obo/HP_0006137,HP_0006137,
http://purl.obolibrary.org/obo/HP_0000979,Purpura,Blood spots|Red or purple spots on the skin
http://purl.obolibrary.org/obo/HP_0007949,obsolete Progressive macular scarring,
http://purl.obolibrary.org/obo/HP_0012475,Decreased circulating level of specific antibody,Decreased specific antibody in blood|Specific antibody deficiency
http://purl.obolibrary.org/obo/HP_0009870,HP_0009870,
http://purl.obolibrary.org/obo/HP_0003911,Flared humeral metaphysis,Flared wide portion of long bone of upper arm|Wide/broad humeral metaphysis|Flared humerus
http://purl.obolibrary.org/obo/HP_0010333,Flexion contracture of 3rd toe,Joint contractures of the 3rd toe
http://purl.obolibrary.org/obo/HP_0009739,Hypoplasia of the antihelix,Hypoplastic antihelix
http://purl.obolibrary.org/obo/HP_0002517,HP_0002517,
http://purl.obolibrary.org/obo/HP_0009703,Synostosis involving the 1st metacarpal,Symphalangism affecting the 1st metacarpal|First metacarpophalangeal joint synostosis|Fusion involving 1st long bone of hand
http://purl.obolibrary.org/obo/HP_0100867,Duodenal stenosis,Duodenal stenosis/atresia
http://purl.obolibrary.org/obo/HP_0030019,Increased female libido,Increased female sex drive
http://purl.obolibrary.org/obo/HP_0010120,Pseudoepiphyses of the hallux,
